image_path,information_type,identifiability,activity_sensitivity,location_sensitivity,blur_presence,sharing_allowance
img627.jpg,"[0,0,1,0,0,1,0,0]",0.0,1.0,1.0,0.0,"[0,1,0,0,0,0]"
img756.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img825.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img889.jpg,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[1,0,0,0,0,0]"
img112.jpg,"[1,0,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,0,0,0]"
img1176.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1276.jpg,"[1,0,0,0,0,1,0,0]",1.0,2.0,1.0,0.0,"[1,0,0,0,0,0]"
img1281.jpg,"[1,0,0,0,0,1,0,0]",1.0,2.0,1.0,0.0,"[1,0,0,0,0,0]"
img1295.jpg,"[1,0,0,0,0,1,0,0]",1.0,2.0,1.0,0.0,"[1,0,0,0,0,0]"
img1434.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1589.jpg,"[1,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1771.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img1799.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img1933.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1996.jpg,"[1,0,0,0,0,1,0,0]",2.0,1.0,0.0,0.0,"[1,0,0,0,0,0]"
img2128.jpg,"[0,0,0,0,1,0,0,0]",0.0,1.0,1.0,0.0,"[0,1,1,0,0,0]"
img213.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2303.jpg,"[1,1,0,1,0,0,0,0]",2.0,1.0,1.0,1.0,"[1,0,0,0,0,0]"
img2491.jpg,"[1,0,0,1,0,0,0,0]",1.0,1.0,0.0,0.0,"[1,0,0,0,0,0]"
img2557.jpg,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2748.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2751.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2883.jpg,"[1,0,1,1,1,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]"
img3069.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]"
img3137.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3287.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3397.jpg,"[1,1,0,0,0,0,0,0]",2.0,,,,"[0,0,0,0,0,0]"
img3441.jpg,"[0,0,1,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img356.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img3613.jpg,"[1,0,1,1,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]"
img3652.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3780.jpg,"[1,0,0,1,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3828.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3893.jpg,"[1,0,0,1,1,1,0,0]",2.0,2.0,0.0,0.0,"[1,0,0,0,0,0]"
img3974.jpg,"[1,1,0,0,0,1,0,0]",2.0,2.0,0.0,0.0,"[1,0,0,0,0,0]"
img4083.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,2.0,0.0,"[1,0,0,0,0,0]"
img4125.jpg,"[1,1,0,1,1,1,0,0]",2.0,2.0,2.0,0.0,"[0,1,1,0,0,0]"
img4138.jpg,"[0,0,1,0,0,1,0,0]",1.0,2.0,1.0,0.0,"[0,1,0,0,0,0]"
img4141.jpg,"[0,1,1,0,0,1,0,0]",1.0,2.0,0.0,0.0,"[0,1,0,0,0,0]"
img4150.jpg,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4164.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img427.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4424.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,0,0,0]"
img4542.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4546.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,,"[0,1,1,1,0,0]"
img4667.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4905.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img590.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img600.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,1.0,,"[0,1,1,0,0,0]"
img617.jpg,"[1,1,1,0,1,0,0,0]",2.0,0.0,1.0,,"[0,1,1,1,0,0]"
img736.jpg,"[1,0,1,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img762.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,1.0,,"[0,1,1,1,0,0]"
img892.jpg,"[1,0,0,1,1,0,0,0]",2.0,1.0,,0.0,"[0,1,0,0,0,0]"
img935.jpg,"[0,0,1,0,0,0,1,0]",0.0,2.0,1.0,0.0,"[0,1,0,0,0,0]"
img100.jpg,"[1,0,0,1,1,0,0,0]",1.0,0.0,1.0,1.0,"[0,1,1,0,0,0]"
img1011.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1097.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1260.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1355.jpg,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1414.jpg,"[0,0,0,1,1,0,0,0]",0.0,2.0,0.0,0.0,"[0,1,1,1,0,0]"
img1479.jpg,"[1,1,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1621.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,2.0,0.0,"[0,1,1,0,0,0]"
img1874.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img191.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,1.0,0.0,"[0,1,1,1,0,0]"
img2111.jpg,"[1,0,0,0,0,0,0,0]",2.0,1.0,2.0,0.0,"[0,1,1,0,0,0]"
img2112.jpg,"[1,0,0,1,0,0,0,0]",1.0,2.0,2.0,0.0,"[0,1,0,0,0,0]"
img2189.jpg,"[1,0,0,1,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img2224.jpg,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[1,0,0,0,0,0]"
img2251.jpg,"[0,0,1,0,0,0,0,0]",0.0,0.0,2.0,,"[0,1,1,0,0,0]"
img2261.jpg,"[1,0,0,0,0,0,0,0]",1.0,,2.0,0.0,"[0,1,1,0,0,0]"
img2291.jpg,"[1,1,0,1,1,0,0,0]",2.0,2.0,2.0,,"[0,1,1,0,0,0]"
img2293.jpg,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,,"[1,0,0,0,0,0]"
img24.jpg,"[0,0,0,0,1,0,0,0]",0.0,2.0,2.0,,"[0,1,1,0,0,0]"
img2400.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,2.0,0.0,"[0,1,1,0,0,0]"
img2427.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,0,0,0,0]"
img2520.jpg,"[1,0,0,1,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img2682.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2710.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img277.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,,0.0,"[0,1,1,0,0,0]"
img2894.jpg,"[1,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3105.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3189.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img3251.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3341.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img3477.jpg,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img3620.jpg,"[1,1,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3661.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3698.jpg,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3891.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4001.jpg,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[0,1,0,0,0,0]"
img4068.jpg,"[1,0,0,1,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img4159.jpg,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4210.jpg,"[0,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4306.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4340.jpg,"[0,0,0,1,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4534.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4810.jpg,"[1,0,0,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]"
img4831.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,,"[0,1,1,1,0,0]"
img4858.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img4938.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img593.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img690.jpg,"[1,0,0,0,0,0,0,0]",1.0,0.0,1.0,1.0,"[0,0,0,0,0,0]"
img781.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,1.0,0.0,"[0,1,1,1,0,0]"
img864.jpg,"[1,1,0,0,1,0,0,0]",0.0,1.0,1.0,1.0,"[0,1,1,0,0,0]"
img1071.jpg,"[1,0,0,1,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img1190.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,0,0,0,0]"
img1236.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1251.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1388.jpg,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[0,1,0,0,0,0]"
img1423.jpg,"[1,0,0,1,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1483.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1528.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,2.0,0.0,"[0,1,1,0,0,0]"
img1555.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1674.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1708.jpg,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1839.jpg,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1866.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img2070.jpg,"[1,0,0,1,0,0,0,0]",2.0,2.0,0.0,0.0,"[1,0,0,0,0,0]"
img2100.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,2.0,0.0,"[0,1,0,0,0,0]"
img2217.jpg,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[0,1,0,0,0,0]"
img2513.jpg,"[1,0,0,1,0,0,0,0]",2.0,2.0,1.0,0.0,"[0,1,0,0,0,0]"
img2522.jpg,"[1,0,0,1,0,0,0,0]",2.0,2.0,0.0,0.0,"[0,1,0,0,0,0]"
img2594.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2781.jpg,"[1,0,1,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2871.jpg,"[1,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2923.jpg,"[1,1,0,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img3129.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img316.jpg,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,1.0,"[0,1,1,0,0,0]"
img3292.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img3330.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img3600.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3726.jpg,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3730.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img3779.jpg,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3808.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3886.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3898.jpg,"[1,0,1,1,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]"
img3926.jpg,"[1,0,0,1,1,0,0,0]",2.0,1.0,1.0,0.0,"[0,1,0,0,0,0]"
img3989.jpg,"[0,0,1,0,0,1,0,0]",0.0,1.0,0.0,,"[0,1,0,0,0,0]"
img4243.jpg,"[0,0,0,1,1,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,0,0,0]"
img4541.jpg,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4891.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img4895.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4935.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4959.jpg,"[0,0,1,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img528.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img632.jpg,"[1,1,0,0,0,1,0,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]"
img662.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img664.jpg,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img780.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,1.0,0.0,"[0,1,1,1,0,0]"
img796.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img87.jpg,"[1,0,0,1,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img893.jpg,"[1,0,0,0,1,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img899.jpg,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img1002.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img1075.jpg,"[1,0,1,1,0,1,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]"
img1244.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1322.jpg,"[0,0,1,0,1,0,0,0]",0.0,0.0,0.0,,"[0,1,1,1,0,0]"
img1332.jpg,"[1,0,0,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1366.jpg,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img1416.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1492.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1504.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1711.jpg,"[1,0,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]"
img1717.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1780.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img1884.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2289.jpg,"[1,0,0,1,0,0,0,0]",1.0,0.0,0.0,1.0,"[0,0,0,0,0,0]"
img2327.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2488.jpg,"[1,0,0,1,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,0,0,0,0]"
img2495.jpg,"[1,0,0,1,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,0,0,0,0]"
img250.jpg,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2549.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img2569.jpg,"[1,0,1,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2573.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img2896.jpg,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3166.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3183.jpg,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3208.jpg,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3495.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[1,0,0,0,0,0]"
img3501.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[1,0,0,0,0,0]"
img374.jpg,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3859.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img3895.jpg,"[1,0,0,1,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]"
img4108.jpg,"[1,0,0,1,0,1,0,0]",2.0,1.0,1.0,0.0,"[0,1,1,0,0,0]"
img4288.jpg,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img4351.jpg,"[1,0,0,1,0,0,0,0]",1.0,2.0,0.0,,"[1,0,0,0,0,0]"
img4507.jpg,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]"
img4646.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
img4807.jpg,"[1,1,0,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]"
img543.jpg,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]"
